sample_id,arch_code,sample_node,energy
269,"[1, 1, 1, 1, 0, 0, 4, 5, 0, 5, 1, 0]",8,-1.0063625037154098
270,"[0, 0, 1, 1, 0, 1, 1, 3, 0, 4, 2, 0]",8,-0.8494454478781017
271,"[1, 1, 0, 0, 1, 0, 3, 0, 4, 4, 5, 2]",0,-0.6581503989240974
272,"[0, 1, 0, 1, 1, 0, 1, 4, 1, 5, 2, 1]",8,-1.150242575834071
273,"[0, 1, 1, 1, 1, 1, 4, 0, 3, 4, 1, 1]",0,-0.922608709974309
274,"[0, 0, 0, 1, 0, 0, 1, 4, 1, 5, 3, 1]",8,-0.4216724407107142
275,"[0, 1, 0, 1, 0, 0, 2, 3, 1, 5, 2, 0]",8,-0.8523091573356717
276,"[1, 0, 1, 1, 0, 0, 4, 5, 1, 5, 2, 0]",8,-1.027874748994078
277,"[0, 0, 1, 1, 1, 0, 2, 3, 0, 5, 2, 1]",8,-1.035727019736161
278,"[0, 0, 0, 1, 1, 1, 5, 0, 3, 5, 0, 0]",0,-0.7799594943452098
279,"[1, 0, 1, 0, 1, 0, 4, 2, 5, 5, 3, 2]",0,-0.7048401206826725
280,"[0, 1, 1, 1, 0, 1, 1, 5, 0, 5, 5, 1]",8,-0.8735339935616615
281,"[0, 0, 1, 1, 1, 0, 2, 3, 0, 4, 1, 0]",8,-0.830609683236089
282,"[1, 1, 0, 1, 1, 1, 3, 0, 3, 2, 2, 1]",0,-1.0387890124799113
283,"[0, 0, 0, 1, 1, 1, 4, 0, 4, 5, 1, 0]",0,-0.11544161652223403
284,"[0, 0, 1, 0, 1, 1, 5, 2, 3, 1, 3, 0]",0,-0.6223209616592206
285,"[1, 1, 1, 1, 1, 1, 5, 3, 4, 5, 2, 0]",0,-1.0120833379409306
286,"[1, 0, 1, 0, 0, 1, 5, 2, 5, 5, 5, 0]",0,-1.0515319962962586
287,"[0, 0, 0, 1, 0, 0, 2, 3, 1, 5, 2, 0]",8,-1.0088545733509886
288,"[0, 1, 0, 1, 0, 1, 4, 3, 1, 5, 1, 1]",8,-0.3961823470550436
289,"[0, 0, 1, 1, 0, 0, 4, 4, 3, 4, 1, 0]",8,-0.6191521359602016
290,"[0, 1, 1, 0, 1, 1, 2, 0, 0, 5, 2, 0]",0,-0.9104154382399661
291,"[0, 1, 1, 0, 0, 0, 5, 0, 5, 5, 5, 3]",0,-1.2538220167963319
292,"[0, 0, 1, 1, 0, 0, 5, 4, 0, 5, 2, 1]",8,-1.0444593826784163
293,"[0, 0, 0, 1, 0, 0, 1, 3, 5, 5, 3, 2]",8,-0.9815634426917689
294,"[1, 1, 0, 0, 1, 1, 5, 0, 5, 4, 5, 1]",0,-0.7618565894146807
295,"[1, 0, 1, 0, 1, 0, 5, 0, 4, 4, 2, 2]",0,-0.6273920757556573
296,"[1, 0, 1, 1, 1, 0, 4, 5, 1, 5, 2, 0]",8,-0.9627993187908572
297,"[1, 1, 0, 0, 1, 1, 4, 2, 5, 1, 5, 3]",0,-1.2193885348011382
298,"[0, 1, 1, 1, 0, 0, 5, 5, 3, 5, 2, 1]",8,-0.2387709278454766
299,"[0, 0, 1, 1, 1, 0, 2, 5, 0, 4, 2, 0]",8,-1.1882406165914219
300,"[0, 0, 1, 1, 0, 0, 2, 5, 3, 5, 5, 1]",8,-0.7688132409862009
1,"[0, 1, 0, 1, 1, 0, 2, 5, 1, 2, 3, 3]",random,-1.3033166841382022
2,"[1, 1, 1, 0, 0, 0, 3, 0, 0, 5, 0, 4]",random,-1.2783875876769004
3,"[1, 1, 1, 1, 1, 0, 4, 3, 0, 2, 1, 3]",random,-1.2839363714073888
